BARRIO,CLIENTE,MNT TRX,PORCENTAJE POR CLIENTE
El Calvario,7.50E+18,24090,0
El Calvario,-3.72E+18,24090,0
Unicentro Cali,2.48E+18,24005,0
Área Libre-Parque del Amor,-3.08E+18,23985,0
Área Libre-Parque del Amor,-4.67E+18,23985,0
Área Libre-Parque del Amor,3.68E+18,23985,0
Área Libre-Parque del Amor,-1.77E+18,23985,0
Área Libre-Parque del Amor,-3.14E+18,23985,0
Área Libre-Parque del Amor,-1.58E+18,23985,0
Área Libre-Parque del Amor,-4.46E+18,23985,0
Área Libre-Parque del Amor,8.35E+17,23985,0
Área Libre-Parque del Amor,6.86E+18,23985,0
Área Libre-Parque del Amor,7.81E+18,23985,0
Área Libre-Parque del Amor,-5.79E+18,23985,0
Área Libre-Parque del Amor,-4.48E+18,23985,0
Área Libre-Parque del Amor,8.13E+18,23985,0
Área Libre-Parque del Amor,-3.29E+18,23985,0
Área Libre-Parque del Amor,-6.95E+18,23985,0
Área Libre-Parque del Amor,-6.00E+18,23985,0
Área Libre-Parque del Amor,-5.65E+18,23985,0
Área Libre-Parque del Amor,1.86E+18,23985,0
Área Libre-Parque del Amor,-7.10E+18,23985,0
Área Libre-Parque del Amor,-7.45E+18,23985,0
Área Libre-Parque del Amor,3.05E+17,23985,0
Área Libre-Parque del Amor,-1.58E+18,23985,0
Área Libre-Parque del Amor,-9.06E+18,23985,0
Área Libre-Parque del Amor,-2.30E+18,23985,0
Área Libre-Parque del Amor,7.88E+18,23985,0
Área Libre-Parque del Amor,3.87E+18,23985,0
Área Libre-Parque del Amor,2.58E+18,23985,0
Área Libre-Parque del Amor,-1.98E+18,23985,0
Área Libre-Parque del Amor,-8.27E+18,23985,0
Área Libre-Parque del Amor,3.83E+18,23985,0
Área Libre-Parque del Amor,-3.57E+18,23985,0
Área Libre-Parque del Amor,5.61E+18,23985,0
San Pedro,4.23E+18,23974.5,0
Junin,-2.17E+18,23958,0
Junin,5.57E+18,23958,0
Junin,6.64E+18,23958,0
Junin,7.88E+17,23958,0
Junin,6.11E+18,23958,0
Junin,-4.80E+18,23958,0
Junin,3.68E+18,23958,0
Junin,-8.73E+18,23958,0
Buenos Aires,6.42E+18,23940,0
Santander,4.02E+18,23940,0
Buenos Aires,7.74E+18,23940,0
Urbanización San Juaquín,2.58E+18,23920,0
Urbanización San Juaquín,-4.64E+18,23920,0
Urbanización San Juaquín,4.13E+18,23920,0
Urbanización San Juaquín,4.13E+18,23920,0
Urbanización San Juaquín,-1.15E+18,23920,0
Urbanización San Juaquín,-3.94E+18,23920,0
Urbanización San Juaquín,-2.92E+17,23920,0
Urbanización San Juaquín,-2.57E+18,23920,0
Urbanización San Juaquín,4.43E+18,23920,0
Urbanización San Juaquín,-6.40E+17,23920,0
Urbanización San Juaquín,-8.27E+18,23920,0
Urbanización San Juaquín,5.34E+18,23920,0
Urbanización San Juaquín,1.42E+18,23920,0
Urbanización San Juaquín,-3.65E+18,23920,0
Urbanización San Juaquín,3.46E+18,23920,0
Urbanización San Juaquín,-6.18E+17,23920,0
Urbanización San Juaquín,3.91E+17,23920,0
Urbanización San Juaquín,-6.29E+18,23920,0
Urbanización San Juaquín,3.24E+18,23920,0
Urbanización San Juaquín,5.10E+18,23920,0
Urbanización San Juaquín,-1.38E+18,23920,0
Urbanización San Juaquín,1.05E+18,23920,0
Urbanización San Juaquín,9.43E+16,23920,0
Urbanización San Juaquín,5.82E+18,23920,0
Urbanización San Juaquín,4.29E+18,23920,0
Urbanización San Juaquín,1.55E+18,23920,0
Urbanización San Juaquín,8.03E+18,23920,0
Urbanización San Juaquín,4.91E+18,23920,0
Urbanización San Juaquín,-5.79E+18,23920,0
Urbanización San Juaquín,-1.34E+18,23920,0
Urbanización San Juaquín,6.90E+17,23920,0
Urbanización San Juaquín,7.59E+17,23920,0
Urbanización San Juaquín,6.54E+18,23920,0
Urbanización San Juaquín,9.11E+18,23920,0
Urbanización San Juaquín,3.51E+18,23920,0
Urbanización San Juaquín,-6.91E+18,23920,0
Urbanización San Juaquín,2.75E+18,23920,0
Urbanización San Juaquín,6.69E+16,23920,0
Urbanización San Juaquín,-6.81E+18,23920,0
Urbanización San Juaquín,-8.88E+17,23920,0
Urbanización San Juaquín,-3.50E+18,23920,0
Urbanización San Juaquín,6.28E+18,23920,0
Urbanización San Juaquín,6.14E+18,23920,0
Urbanización San Juaquín,-5.77E+18,23920,0
Urbanización San Juaquín,1.44E+18,23915,0
Urbanización San Juaquín,8.57E+18,23915,0
Urbanización San Juaquín,1.77E+18,23915,0
Urbanización San Juaquín,1.86E+17,23915,0
Urbanización San Juaquín,-3.09E+18,23915,0
Urbanización San Juaquín,-6.51E+18,23915,0
Urbanización San Juaquín,5.80E+18,23915,0
Urbanización San Juaquín,3.61E+18,23915,0
Urbanización San Juaquín,1.20E+18,23915,0
Urbanización San Juaquín,3.37E+17,23915,0
Urbanización San Juaquín,-7.27E+18,23915,0
Urbanización San Juaquín,-7.51E+17,23915,0
Urbanización San Juaquín,-2.82E+18,23915,0
Urbanización San Juaquín,-3.37E+18,23915,0
Urbanización San Juaquín,-1.95E+18,23915,0
Urbanización San Juaquín,-1.51E+18,23915,0
Urbanización San Juaquín,-2.87E+18,23915,0
Urbanización San Juaquín,4.42E+18,23915,0
Urbanización San Juaquín,7.20E+18,23915,0
Urbanización San Juaquín,4.86E+18,23915,0
Urbanización San Juaquín,-5.37E+18,23915,0
Urbanización San Juaquín,-3.67E+18,23915,0
Urbanización San Juaquín,2.10E+17,23915,0
Urbanización San Juaquín,-2.61E+18,23915,0
Urbanización San Juaquín,-1.14E+18,23915,0
Urbanización San Juaquín,2.14E+18,23915,0
Urbanización San Juaquín,6.82E+18,23915,0
Urbanización San Juaquín,9.82E+17,23915,0
Urbanización San Juaquín,6.07E+18,23915,0
Urbanización San Juaquín,4.40E+18,23915,0
Urbanización San Juaquín,-6.27E+18,23915,0
Urbanización San Juaquín,-7.86E+18,23915,0
Urbanización San Juaquín,-6.22E+18,23915,0
Urbanización San Juaquín,-4.13E+18,23915,0
Urbanización San Juaquín,5.80E+18,23915,0
Urbanización San Juaquín,2.21E+18,23915,0
Urbanización San Juaquín,6.12E+18,23915,0
Urbanización San Juaquín,7.58E+18,23915,0
Urbanización San Juaquín,-1.44E+18,23915,0
Urbanización San Juaquín,6.92E+18,23915,0
Urbanización San Juaquín,-2.88E+18,23915,0
Urbanización San Juaquín,-2.37E+18,23915,0
Chapinero,8.13E+18,23880,0
Chapinero,7.38E+18,23880,0
Chapinero,-5.90E+18,23880,0
Chapinero,-8.54E+18,23880,0
Chapinero,1.49E+17,23880,0
Chapinero,6.12E+18,23880,0
Chapinero,-2.45E+18,23880,0
Chapinero,-7.77E+18,23880,0
Chapinero,-7.81E+18,23880,0
Chapinero,-2.94E+18,23880,0
Chapinero,1.08E+18,23880,0
Chapinero,-8.92E+18,23880,0
Chapinero,4.23E+18,23880,0
Chapinero,8.58E+18,23880,0
Chapinero,-8.58E+18,23880,0
Chapinero,4.03E+18,23880,0
Chapinero,-6.91E+18,23880,0
Chapinero,1.07E+18,23880,0
Chapinero,-5.99E+18,23880,0
Chapinero,4.27E+18,23880,0
Chapinero,1.92E+18,23880,0
Chapinero,-1.10E+17,23880,0
Chapinero,1.81E+18,23880,0
Chapinero,5.15E+18,23880,0
Chapinero,8.42E+18,23880,0
Chapinero,1.68E+18,23880,0
Chapinero,5.80E+18,23880,0
Chapinero,-6.78E+18,23880,0
Chapinero,4.38E+18,23880,0
Chapinero,1.25E+18,23880,0
Chapinero,4.52E+18,23880,0
Chapinero,-8.73E+18,23880,0
Chapinero,1.04E+18,23880,0
Lili,3.64E+18,23850,0
Chipichape,-1.04E+18,23820,0
Urbanización San Juaquín,-8.07E+18,23760,0
Urbanización San Juaquín,8.98E+18,23760,0
Urbanización San Juaquín,3.56E+18,23760,0
Urbanización San Juaquín,-1.06E+18,23760,0
Urbanización San Juaquín,4.90E+18,23760,0
Urbanización San Juaquín,6.37E+18,23760,0
Urbanización San Juaquín,-6.52E+18,23760,0
Urbanización San Juaquín,-3.46E+18,23760,0
Urbanización San Juaquín,3.79E+18,23760,0
Urbanización San Juaquín,2.92E+18,23760,0
Urbanización San Juaquín,8.44E+18,23760,0
Urbanización San Juaquín,-3.85E+18,23760,0
Mayapan-Las Vegas,-6.40E+17,23743.5,0
Mayapan-Las Vegas,-7.00E+18,23743.5,0
Mayapan-Las Vegas,7.69E+18,23743.5,0
Mayapan-Las Vegas,3.97E+18,23743.5,0
Mayapan-Las Vegas,-3.17E+18,23743.5,0
Mayapan-Las Vegas,-9.00E+18,23743.5,0
Mayapan-Las Vegas,-4.29E+17,23743.5,0
Mayapan-Las Vegas,-1.10E+17,23743.5,0
Mayapan-Las Vegas,8.92E+18,23743.5,0
Mayapan-Las Vegas,-2.25E+18,23743.5,0
Mayapan-Las Vegas,6.73E+18,23743.5,0
Mayapan-Las Vegas,-1.48E+18,23743.5,0
Mayapan-Las Vegas,1.84E+18,23743.5,0
Mayapan-Las Vegas,8.03E+18,23743.5,0
Mayapan-Las Vegas,-3.83E+18,23743.5,0
Mayapan-Las Vegas,3.54E+18,23743.5,0
Mayapan-Las Vegas,5.78E+18,23743.5,0
Mayapan-Las Vegas,-8.73E+18,23743.5,0
Mayapan-Las Vegas,8.63E+18,23743.5,0
Mayapan-Las Vegas,-1.36E+18,23743.5,0
Mayapan-Las Vegas,-1.12E+17,23743.5,0
Mayapan-Las Vegas,3.60E+18,23743.5,0
Mayapan-Las Vegas,-7.09E+18,23743.5,0
Mayapan-Las Vegas,-3.47E+18,23743.5,0
Mayapan-Las Vegas,-9.43E+16,23743.5,0
Mayapan-Las Vegas,6.29E+18,23743.5,0
Mayapan-Las Vegas,9.02E+18,23743.5,0
Mayapan-Las Vegas,6.80E+18,23743.5,0
Mayapan-Las Vegas,7.18E+18,23743.5,0
Mayapan-Las Vegas,6.22E+18,23743.5,0
Mayapan-Las Vegas,-6.42E+16,23743.5,0
Mayapan-Las Vegas,9.03E+18,23743.5,0
Mayapan-Las Vegas,-7.67E+18,23743.5,0
Mayapan-Las Vegas,4.72E+18,23743.5,0
Mayapan-Las Vegas,9.00E+18,23743.5,0
Mayapan-Las Vegas,6.48E+18,23743.5,0
Mayapan-Las Vegas,-3.17E+18,23743.5,0
Mayapan-Las Vegas,-7.49E+18,23743.5,0
Mayapan-Las Vegas,3.00E+18,23743.5,0
Mayapan-Las Vegas,9.12E+18,23743.5,0
Mayapan-Las Vegas,1.56E+17,23743.5,0
Mayapan-Las Vegas,-9.05E+18,23743.5,0
Mayapan-Las Vegas,7.02E+18,23743.5,0
Santander,8.37E+18,23730,0
Santander,8.08E+18,23730,0
El Calvario,7.13E+18,23730,0
Chapinero,-2.92E+17,23575,0
San Cristobal,-1.64E+18,23570,0
San Cristobal,-1.51E+18,23570,0
San Cristobal,3.31E+18,23570,0
San Cristobal,4.33E+18,23570,0
San Cristobal,1.91E+18,23570,0
San Cristobal,-1.03E+18,23570,0
San Cristobal,4.94E+18,23570,0
San Cristobal,7.87E+18,23570,0
San Cristobal,7.35E+18,23570,0
San Cristobal,8.44E+18,23570,0
San Cristobal,7.42E+17,23570,0
San Cristobal,-2.09E+18,23570,0
San Cristobal,4.11E+18,23570,0
San Cristobal,9.07E+18,23570,0
Guayaquil,-5.23E+18,23496,0
Guayaquil,2.97E+18,23496,0
Guayaquil,7.04E+18,23496,0
Guayaquil,1.10E+18,23496,0
Guayaquil,-3.30E+18,23496,0
Guayaquil,6.85E+18,23496,0
Guayaquil,6.18E+18,23496,0
Guayaquil,6.74E+18,23496,0
El Cedro,2.56E+18,23490.5,0
El Gran Limonar,8.10E+18,23430,0
Parcelaciones Pance,-5.54E+18,23405,0
El Calvario,7.98E+18,23370,0
El Calvario,-7.14E+18,23370,0
El Calvario,-5.79E+18,23370,0
El Calvario,-8.46E+18,23370,0
El Calvario,2.84E+18,23370,0
El Calvario,-3.91E+17,23370,0
El Calvario,-7.00E+18,23370,0
El Calvario,4.80E+18,23370,0
El Calvario,1.90E+18,23370,0
El Calvario,5.07E+17,23370,0
El Calvario,-6.35E+18,23370,0
El Calvario,-5.37E+18,23370,0
El Calvario,7.81E+18,23370,0
El Calvario,-8.18E+18,23370,0
El Calvario,-7.06E+18,23370,0
El Calvario,-9.91E+17,23370,0
El Calvario,1.28E+18,23370,0
El Calvario,4.09E+18,23370,0
El Calvario,-9.27E+17,23370,0
El Calvario,3.84E+18,23370,0
El Calvario,-8.67E+18,23370,0
El Calvario,-4.08E+18,23370,0
El Calvario,9.14E+17,23370,0
El Calvario,7.80E+18,23370,0
El Calvario,-4.35E+17,23370,0
El Calvario,6.37E+18,23370,0
El Calvario,2.54E+18,23370,0
El Calvario,3.67E+17,23370,0
El Calvario,2.68E+18,23370,0
El Calvario,-8.54E+18,23370,0
El Calvario,2.12E+18,23370,0
Bosques del Limonar,6.22E+18,23325,0
Bosques del Limonar,3.69E+17,23325,0
Bosques del Limonar,-2.01E+18,23325,0
Bosques del Limonar,-6.94E+18,23325,0
Bosques del Limonar,6.07E+18,23325,0
Bosques del Limonar,-3.74E+18,23325,0
Bosques del Limonar,8.79E+18,23325,0
Bosques del Limonar,-1.20E+18,23325,0
Bosques del Limonar,-2.67E+18,23325,0
Bosques del Limonar,4.37E+18,23325,0
Bosques del Limonar,9.08E+18,23325,0
Bosques del Limonar,-4.64E+18,23325,0
Bosques del Limonar,6.47E+18,23325,0
Bosques del Limonar,5.98E+18,23325,0
Bosques del Limonar,5.72E+18,23325,0
Bosques del Limonar,-5.33E+18,23325,0
Bosques del Limonar,5.34E+18,23325,0
Bosques del Limonar,8.68E+18,23325,0
Bosques del Limonar,-4.83E+18,23325,0
Lili,7.15E+18,23290,0
Lili,7.91E+17,23290,0
Lili,-9.05E+18,23290,0
Lili,-8.97E+18,23290,0
Lili,-1.76E+18,23290,0
Lili,-1.30E+18,23290,0
Lili,-3.85E+18,23290,0
Lili,1.06E+18,23290,0
Lili,-6.20E+18,23290,0
Lili,1.99E+18,23290,0
Lili,4.49E+18,23290,0
Lili,-1.13E+18,23290,0
Lili,-7.50E+18,23290,0
Lili,4.14E+18,23290,0
Lili,8.70E+18,23290,0
Lili,-4.72E+18,23290,0
Lili,-8.52E+18,23290,0
Lili,6.24E+18,23290,0
Lili,-8.02E+18,23290,0
Lili,2.75E+18,23290,0
Sucre,-1.12E+17,23245,0
Sucre,5.35E+18,23245,0
Sucre,-3.78E+18,23245,0
Sucre,-2.25E+18,23245,0
Sucre,-3.91E+17,23245,0
Sucre,-8.44E+18,23245,0
Sucre,5.66E+17,23245,0
Sucre,4.15E+18,23245,0
Sucre,-6.06E+18,23245,0
Sucre,-1.97E+18,23245,0
Sucre,3.39E+18,23245,0
Sucre,-9.14E+18,23245,0
Sucre,-2.67E+18,23245,0
Sucre,-3.94E+18,23245,0
Sucre,6.30E+18,23245,0
Sucre,-3.77E+17,23245,0
Sucre,3.96E+18,23245,0
Sucre,-3.53E+17,23245,0
Sucre,2.93E+18,23245,0
Sucre,6.94E+18,23245,0
Sucre,-4.10E+18,23245,0
Sucre,3.70E+18,23245,0
Sucre,-2.13E+18,23245,0
Sucre,8.79E+18,23245,0
Sucre,2.36E+18,23245,0
Sucre,-2.46E+18,23245,0
Sucre,-7.69E+17,23245,0
Sucre,-2.15E+18,23245,0
Sucre,-8.27E+18,23245,0
Sucre,6.74E+18,23245,0
Sucre,6.97E+17,23240,0
Sucre,6.86E+18,23240,0
Sucre,3.80E+18,23240,0
Sucre,-6.54E+18,23240,0
Sucre,3.16E+18,23240,0
Sucre,2.14E+18,23240,0
Sucre,8.69E+18,23240,0
Sucre,8.10E+18,23240,0
Sucre,-4.51E+18,23240,0
Sucre,7.02E+18,23240,0
Sucre,-5.23E+18,23240,0
Sucre,7.88E+18,23240,0
Sucre,8.98E+18,23240,0
Sucre,4.92E+18,23240,0
Sucre,8.90E+18,23240,0
Sucre,8.65E+18,23240,0
Sucre,4.02E+18,23240,0
Sucre,7.93E+17,23240,0
Sucre,-5.11E+18,23240,0
Sucre,2.72E+17,23240,0
Sucre,5.16E+18,23240,0
Sucre,7.20E+18,23240,0
Sucre,-5.62E+18,23240,0
Sucre,2.70E+18,23240,0
Vipasa,-1.45E+18,23232,0
Unicentro Cali,4.91E+18,23140,0
Unicentro Cali,-8.13E+18,23140,0
Unicentro Cali,-6.09E+18,23130,0
Unicentro Cali,2.28E+18,23130,0
Unicentro Cali,-8.86E+18,23130,0
Unicentro Cali,5.91E+18,23125,0
Unicentro Cali,-2.35E+18,23125,0
Unicentro Cali,-5.03E+18,23120,0
Unicentro Cali,5.72E+18,23120,0
Unicentro Cali,-1.71E+18,23120,0
Unicentro Cali,6.47E+18,23120,0
Unicentro Cali,6.08E+18,23115,0
Unicentro Cali,-4.12E+18,23110,0
Unicentro Cali,6.14E+18,23105,0
Unicentro Cali,-7.56E+18,23100,0
Unicentro Cali,-4.74E+18,23100,0
Unicentro Cali,-1.79E+18,23100,0
El Sena,-3.91E+18,23060,0
El Sena,-5.24E+18,23060,0
El Sena,4.27E+18,23060,0
El Sena,-3.27E+18,23060,0
El Sena,-9.09E+18,23060,0
El Sena,4.49E+18,23060,0
El Sena,5.77E+18,23060,0
El Sena,8.44E+18,23060,0
El Sena,2.87E+18,23060,0
El Sena,-3.91E+18,23060,0
El Sena,9.04E+18,23060,0
El Sena,4.45E+18,23060,0
El Sena,-7.95E+18,23060,0
El Sena,6.52E+17,23060,0
El Sena,7.45E+18,23060,0
El Sena,6.86E+18,23060,0
El Sena,-2.55E+18,23060,0
El Sena,7.25E+18,23060,0
El Sena,8.70E+18,23060,0
El Sena,-4.94E+18,23060,0
El Sena,-5.28E+18,23060,0
El Sena,-7.40E+18,23060,0
El Sena,2.36E+18,23060,0
El Sena,-3.03E+18,23060,0
El Sena,8.79E+18,23060,0
El Sena,-1.68E+18,23060,0
El Sena,-9.13E+18,23060,0
El Sena,9.80E+17,23060,0
El Sena,-3.67E+17,23060,0
El Sena,-3.18E+18,23060,0
El Sena,2.16E+18,23060,0
El Sena,4.34E+18,23060,0
El Sena,7.03E+18,23060,0
El Sena,3.70E+18,23060,0
El Sena,3.36E+18,23060,0
El Sena,-3.00E+18,23060,0
El Sena,-2.70E+18,23060,0
El Sena,-6.63E+18,23060,0
San Nicolás,1.51E+18,23056,0
Santa Rita,5.99E+18,23040,0
Santa Rita,6.40E+17,23035,0
Junin,8.88E+18,23017.5,0
Junin,8.30E+18,23017.5,0
Junin,-7.66E+18,23017.5,0
Junin,3.83E+18,23017.5,0
Urbanización La Flora,-2.01E+18,22990,0
Urbanización La Flora,-5.77E+17,22990,0
Urbanización La Flora,-8.53E+18,22990,0
Urbanización Río Lili,1.55E+18,22985,0
Urbanización Río Lili,2.36E+18,22985,0
Urbanización Río Lili,-7.30E+17,22985,0
Urbanización Río Lili,-4.14E+18,22985,0
Urbanización Río Lili,4.63E+18,22985,0
Urbanización Río Lili,-5.02E+17,22985,0
Urbanización Río Lili,8.49E+18,22985,0
Urbanización Río Lili,2.34E+17,22985,0
Urbanización Río Lili,5.24E+17,22985,0
Urbanización Río Lili,-1.15E+18,22985,0
Urbanización Río Lili,-1.68E+18,22985,0
Urbanización Río Lili,4.11E+18,22980,0
Urbanización Río Lili,-4.41E+18,22980,0
Urbanización Río Lili,8.19E+18,22980,0
Urbanización Río Lili,-9.02E+18,22980,0
Urbanización Río Lili,-4.98E+18,22980,0
Urbanización Río Lili,-6.78E+18,22980,0
Urbanización Río Lili,-8.81E+18,22980,0
Urbanización Río Lili,-3.40E+18,22980,0
Urbanización Río Lili,8.23E+18,22980,0
Urbanización Río Lili,3.02E+18,22975,0
Urbanización Río Lili,6.74E+18,22975,0
Urbanización Río Lili,5.59E+18,22975,0
Urbanización Río Lili,-8.94E+18,22975,0
Urbanización Río Lili,1.92E+18,22975,0
Urbanización Río Lili,-2.99E+18,22975,0
Urbanización Río Lili,2.27E+18,22975,0
Urbanización Río Lili,2.45E+18,22975,0
Urbanización Río Lili,-3.26E+18,22975,0
Urbanización Río Lili,-7.25E+18,22975,0
Urbanización Río Lili,-6.94E+18,22975,0
Urbanización Río Lili,3.00E+18,22975,0
Urbanización Río Lili,2.33E+18,22975,0
Urbanización Río Lili,-5.81E+18,22975,0
Urbanización Río Lili,-7.77E+18,22975,0
Urbanización Río Lili,-5.72E+18,22975,0
Urbanización Río Lili,-1.44E+18,22975,0
Urbanización Río Lili,6.71E+18,22975,0
Urbanización Río Lili,7.10E+17,22970,0
Urbanización Río Lili,-8.26E+18,22970,0
Urbanización Río Lili,3.35E+17,22970,0
Urbanización Río Lili,-5.42E+18,22970,0
Urbanización Río Lili,-1.08E+18,22970,0
Urbanización Río Lili,-8.65E+18,22970,0
Urbanización Río Lili,3.96E+18,22970,0
Urbanización Río Lili,-6.02E+18,22970,0
Urbanización Río Lili,-1.32E+18,22970,0
Urbanización Río Lili,-1.48E+18,22970,0
Urbanización Río Lili,-6.71E+18,22970,0
Urbanización Río Lili,3.35E+18,22970,0
Urbanización Río Lili,-4.70E+18,22970,0
Urbanización Río Lili,3.90E+18,22970,0
Urbanización Río Lili,-1.20E+18,22970,0
Urbanización Río Lili,2.62E+17,22970,0
Urbanización Río Lili,-8.28E+18,22970,0
Urbanización Río Lili,-8.00E+18,22970,0
Urbanización Río Lili,-5.04E+18,22970,0
Urbanización Río Lili,2.36E+18,22970,0
Urbanización Río Lili,-2.55E+18,22970,0
Unidad Residencial Santiago de Cali,-2.90E+17,22940,0
Unidad Residencial Santiago de Cali,-2.98E+18,22940,0
Unidad Residencial Santiago de Cali,-8.21E+18,22940,0
Unidad Residencial Santiago de Cali,3.72E+18,22940,0
Unidad Residencial Santiago de Cali,-1.56E+18,22940,0
Unidad Residencial Santiago de Cali,-8.71E+18,22940,0
Unidad Residencial Santiago de Cali,8.68E+17,22935,0
Unidad Residencial Santiago de Cali,6.89E+18,22935,0
Unidad Residencial Santiago de Cali,5.26E+18,22930,0
Unidad Residencial Santiago de Cali,6.81E+18,22930,0
Unidad Residencial Santiago de Cali,-1.86E+18,22930,0
Unidad Residencial Santiago de Cali,4.82E+18,22925,0
Unidad Residencial Santiago de Cali,-2.03E+18,22925,0
Unidad Residencial Santiago de Cali,7.80E+18,22920,0
Unidad Residencial Santiago de Cali,-2.35E+18,22920,0
Unidad Residencial Santiago de Cali,6.07E+18,22920,0
Unidad Residencial Santiago de Cali,-3.47E+18,22920,0
Unidad Residencial Santiago de Cali,-9.11E+18,22920,0
Unidad Residencial Santiago de Cali,3.79E+18,22920,0
Unidad Residencial Santiago de Cali,2.65E+18,22920,0
Unidad Residencial Santiago de Cali,4.57E+18,22920,0
Santander,8.09E+18,22905,0
San Pedro,6.78E+18,22836,0
Santa Mónica Residencial,8.56E+18,22825,0
El Gran Limonar,-1.59E+18,22814,0
San Fernando Nuevo,4.15E+18,22760,0
San Fernando Nuevo,9.13E+17,22760,0
San Vicente,-4.37E+17,22687.5,0
San Vicente,-5.97E+18,22687.5,0
Ciudad Capri,-9.19E+18,22686,0
El Cedro,1.40E+18,22632.5,0
El Cedro,-7.07E+18,22632.5,0
Santander,8.41E+18,22595,0
San Pedro,-3.29E+18,22566.5,0
Santa Rita,-8.09E+18,22530,0
Santa Rita,8.79E+18,22525,0
Ciudad Capri,1.46E+18,22515,0
Santander,-1.23E+18,22515,0
Ciudad Capri,7.72E+18,22515,0
Ciudad Capri,-5.47E+18,22510,0
Santander,-6.41E+17,22505,0
Champagnat,8.66E+18,22407,0
Champagnat,-5.10E+18,22407,0
Champagnat,5.78E+18,22407,0
Champagnat,-3.17E+18,22407,0
Champagnat,-5.54E+18,22407,0
Champagnat,-2.21E+17,22407,0
Champagnat,-5.42E+18,22407,0
Champagnat,8.50E+18,22407,0
Champagnat,-8.11E+18,22407,0
Champagnat,7.45E+18,22407,0
Champagnat,-4.63E+18,22407,0
Champagnat,6.55E+18,22407,0
Champagnat,-6.59E+16,22407,0
San Pedro,-5.69E+18,22396,0
El Sena,4.24E+18,22380,0
El Sena,2.29E+18,22380,0
El Sena,-8.87E+18,22380,0
El Sena,7.46E+18,22380,0
El Sena,-3.80E+17,22380,0
San Fernando Viejo,5.96E+18,22357.5,0
San Fernando Viejo,5.11E+18,22357.5,0
San Fernando Viejo,-7.70E+18,22357.5,0
San Fernando Viejo,8.27E+18,22357.5,0
Unicentro Cali,-1.44E+18,22355,0
Unidad Residencial Santiago de Cali,-5.42E+17,22350,0
Unidad Residencial Santiago de Cali,-7.69E+18,22350,0
Chipichape,4.84E+18,22340,0
Chipichape,4.72E+18,22340,0
Chipichape,3.87E+18,22340,0
Chipichape,5.42E+18,22330,0
Los Parques,3.58E+18,22320,0
Los Parques,4.88E+18,22320,0
Parcelaciones Pance,-4.15E+18,22320,0
Los Parques,8.36E+18,22320,0
Los Parques,-1.66E+18,22320,0
Los Parques,1.68E+18,22320,0
Los Parques,3.61E+18,22320,0
Los Parques,7.25E+18,22320,0
Los Parques,-4.70E+18,22320,0
Los Parques,-8.58E+17,22320,0
Los Parques,1.76E+18,22320,0
Chipichape,-7.44E+18,22320,0
Los Parques,6.86E+18,22320,0
Los Parques,6.37E+18,22320,0
Los Parques,-6.73E+18,22320,0
Los Parques,6.29E+18,22320,0
Los Parques,8.49E+18,22320,0
Los Parques,1.58E+18,22320,0
Los Parques,6.62E+18,22320,0
Los Parques,3.37E+17,22320,0
Los Parques,-6.35E+18,22320,0
Los Parques,4.89E+18,22320,0
Los Parques,-3.31E+18,22320,0
Los Parques,3.58E+18,22320,0
Los Parques,-2.39E+18,22320,0
Los Parques,7.14E+17,22320,0
Los Parques,-3.88E+18,22320,0
Los Parques,7.77E+17,22320,0
Los Parques,-6.50E+18,22320,0
Los Parques,-6.94E+18,22320,0
Chipichape,-7.73E+17,22320,0
Los Parques,8.90E+18,22320,0
